Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Exp. q-value: Combined,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score Mascot: Mascot,# Peptides (by Search Engine): Mascot,# Razor Peptides,Abundances_WT-1,Abundances_WT-2,Abundances_RM1-1,Abundances_RM1-2,Abundances_RM2-1,Abundances_RM2-3,"Found in Sample: [S1] F1: WT-1, Sample","Found in Sample: [S6] F1: RM2-3, Sample","Found in Sample: [S3] F1: RM1-1, Sample","Found in Sample: [S4] F1: RM1-2, Sample","Found in Sample: [S5] F1: RM2-1, Sample","Found in Sample: [S2] F1: WT-2, Sample",# Protein Groups,Modifications,gene.names,locus_tag,protein
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK16951.1_883,[locus_tag=N6Q85_04615] [protein=glyceraldehyde-3-phosphate dehydrogenase] [protein_id=UXK16951.1] [location=979887..981344] [gbkey=CDS],0,351.232,63,36,171,36,485,52.9,7.81,2490,36,0,237777714,141203678.6,158004205.5,176285789.5,223406764.8,225292566.1,High,High,High,High,High,High,1,,_04615 ,N6Q85_04615 ,glyceraldehyde-3-phosphate dehydrogenase 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK14977.1_2492,[locus_tag=N6Q85_12735] [protein=LysM peptidoglycan-binding domain-containing protein] [protein_id=UXK14977.1] [location=complement(2687427..2690642)] [gbkey=CDS],0,347.82,47,47,109,47,1071,115.2,9.35,1936,47,0,67736471.52,46705421.72,47340874.38,58488336.75,66353806.68,75914461.91,High,High,High,High,High,High,1,,_12735 ,N6Q85_12735 ,LysM peptidoglycan-binding domain-containing protein 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK14968.1_2482,[gene=argG] [locus_tag=N6Q85_12680] [protein=argininosuccinate synthase] [protein_id=UXK14968.1] [location=2673526..2674884] [gbkey=CDS],0,346.883,70,27,136,27,452,50.3,5.34,2505,27,0,122963651.5,82710446.03,103787396.2,100839108.1,140939891.8,133703449.6,High,High,High,High,High,High,1,,argG ,N6Q85_12680 ,argininosuccinate synthase 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK16347.1_247,[locus_tag=N6Q85_01280] [protein=RNA-binding transcriptional accessory protein] [protein_id=UXK16347.1] [location=271120..273468] [gbkey=CDS],0,340.299,57,45,115,45,782,86.5,5.91,1912,45,0,71475300.98,48410377.12,53579559.18,56167561.34,69924687.62,75263570.17,High,High,High,High,High,High,1,,_01280 ,N6Q85_01280 ,RNA-binding transcriptional accessory protein 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK16615.1_527,[gene=aspS] [locus_tag=N6Q85_02775] [protein=aspartate--tRNA ligase] [protein_id=UXK16615.1] [location=complement(565424..567202)] [gbkey=CDS],0,338.225,61,35,151,35,592,66.6,5.38,2212,35,0,170932049.8,113903936.6,127439606.5,141568363.6,172446114,175431198,High,High,High,High,High,High,1,,aspS ,N6Q85_02775 ,aspartate--tRNA ligase 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK16351.1_251,[gene=ettA] [locus_tag=N6Q85_01300] [protein=energy-dependent translational throttle protein EttA] [protein_id=UXK16351.1] [location=278768..280429] [gbkey=CDS],0,328.008,65,33,139,33,553,62.4,5.33,2221,33,0,174378631.9,100712719.2,126377833.4,125021976.4,182608774.7,172673084.4,High,High,High,High,High,High,1,,ettA ,N6Q85_01300 ,energy-dependent translational throttle protein EttA 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK16717.1_636,[gene=gatB] [locus_tag=N6Q85_03350] [protein=Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB] [protein_id=UXK16717.1] [location=complement(688441..689910)] [gbkey=CDS],0,326.259,79,31,111,31,489,53.7,4.96,2061,31,0,108820523.4,63498872.09,71712521.02,81643057.45,106563622.2,98885769.83,High,High,High,High,High,High,1,,gatB ,N6Q85_03350 ,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK14507.1_1993,[locus_tag=N6Q85_10215] [protein=peptidylprolyl isomerase] [protein_id=UXK14507.1] [location=2155575..2156885] [gbkey=CDS],0,325.586,75,33,109,33,436,49,6.83,2001,33,0,98801244.58,66414578.78,66570129.14,85017840.06,78723651.41,101682167.3,High,High,High,High,High,High,1,,_10215 ,N6Q85_10215 ,peptidylprolyl isomerase 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK16041.1_3621,[locus_tag=N6Q85_18560] [protein=polysaccharide biosynthesis tyrosine autokinase] [protein_id=UXK16041.1] [location=3863162..3865345] [gbkey=CDS],0,318.374,59,41,117,41,727,81.5,6.89,1630,41,0,100860779.7,65951556.96,69765194.66,72942954.6,96267754.66,95233503.43,High,High,High,High,High,High,1,,_18560 ,N6Q85_18560 ,polysaccharide biosynthesis tyrosine autokinase 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK16813.1_739,[gene=ftsH] [locus_tag=N6Q85_03870] [protein=ATP-dependent zinc metalloprotease FtsH] [protein_id=UXK16813.1] [location=816193..818088] [gbkey=CDS],0,317.496,54,37,140,37,631,69.6,6.07,1718,37,0,117044332,74473795.69,90913852.24,102448562,109968557,133789606.5,High,High,High,High,High,High,1,,ftsH ,N6Q85_03870 ,ATP-dependent zinc metalloprotease FtsH 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK16541.1_451,[locus_tag=N6Q85_02340] [protein=malate dehydrogenase] [protein_id=UXK16541.1] [location=480787..481773] [gbkey=CDS],0,316.669,89,25,182,25,328,35.3,5.35,3791,25,0,323257715,238373824.5,241769061.4,303213157.7,315017669,398664878,High,High,High,High,High,High,1,,_02340 ,N6Q85_02340 ,malate dehydrogenase 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK15561.1_3108,[gene=pheT] [locus_tag=N6Q85_15910] [protein=phenylalanine--tRNA ligase subunit beta] [protein_id=UXK15561.1] [location=complement(3310686..3313067)] [gbkey=CDS],0,315.786,51,35,100,35,793,87.8,4.84,1742,35,0,89712693.72,59392081.35,72188513,69094373.59,95580245.97,92467106.67,High,High,High,High,High,High,1,,pheT ,N6Q85_15910 ,phenylalanine--tRNA ligase subunit beta 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK17479.1_1450,[gene=accC] [locus_tag=N6Q85_07495] [protein=acetyl-CoA carboxylase biotin carboxylase subunit] [protein_id=UXK17479.1] [location=complement(1583801..1585171)] [gbkey=CDS],0,315.239,61,22,135,22,456,50.3,5.68,3065,22,0,131098324.9,95837976.63,113759484.2,111904115.9,158083469.6,171687941.5,High,High,High,High,High,High,1,,accC ,N6Q85_07495 ,acetyl-CoA carboxylase biotin carboxylase subunit 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK16865.1_793,[gene=gyrA] [locus_tag=N6Q85_04160] [protein=DNA gyrase subunit A] [protein_id=UXK16865.1] [location=889576..892290] [gbkey=CDS],0,312.728,45,42,130,42,904,99.7,4.98,1622,42,0,72048398.21,48347015.31,52720130.86,61305733.52,75299117.33,72805677.08,High,High,High,High,High,High,1,,gyrA ,N6Q85_04160 ,DNA gyrase subunit A 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK15461.1_2997,[gene=nuoC] [locus_tag=N6Q85_15310] [protein=NADH-quinone oxidoreductase subunit C/D] [protein_id=UXK15461.1] [location=complement(3175628..3177415)] [gbkey=CDS],0,311.636,61,32,106,32,595,68.5,5.9,1406,32,0,126857242,83409487.9,90258564.86,108782615.7,127161370.9,142783797.3,High,High,High,High,High,High,1,,nuoC ,N6Q85_15310 ,NADH-quinone oxidoreductase subunit C/D 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK15552.1_3097,[gene=polA] [locus_tag=N6Q85_15855] [protein=DNA polymerase I] [protein_id=UXK15552.1] [location=3299437..3302208] [gbkey=CDS],0,306.783,56,40,83,40,923,103.8,5.76,1381,40,0,58733618.3,38236588.43,42542276.79,48171094.38,58521745,58636018.79,High,High,High,High,High,High,1,,polA ,N6Q85_15855 ,DNA polymerase I 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK15437.1_2971,[gene=metG] [locus_tag=N6Q85_15180] [protein=methionine--tRNA ligase] [protein_id=UXK15437.1] [location=3148591..3150654] [gbkey=CDS],0,304.523,55,34,89,34,687,76.5,5.54,1395,34,0,88823841.38,53692433.86,62515326.91,68582455.04,88151105.22,84661115.36,High,High,High,High,High,High,1,,metG ,N6Q85_15180 ,methionine--tRNA ligase 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK15603.1_3154,[gene=acnA] [locus_tag=N6Q85_16140] [protein=aconitate hydratase AcnA] [protein_id=UXK15603.1] [location=complement(3355106..3357862)] [gbkey=CDS],0,302.002,42,34,148,34,918,100,5.41,1668,34,0,79681838.44,69816703.67,46250626.59,78954881.29,53048966.03,108107442.5,High,High,High,High,High,High,1,,acnA ,N6Q85_16140 ,aconitate hydratase AcnA 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK14534.1_2020,[gene=tkt] [locus_tag=N6Q85_10350] [protein=transketolase] [protein_id=UXK14534.1] [location=complement(2182988..2184976)] [gbkey=CDS],0,301.454,61,35,102,35,662,72.2,5.31,1659,35,0,106038134,68416445.64,77479583.8,80302023.84,111799533.5,113195103.5,High,High,High,High,High,High,1,,tkt ,N6Q85_10350 ,transketolase 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK15770.1_3330,[locus_tag=N6Q85_17030] [protein=electron transfer flavoprotein-ubiquinone oxidoreductase] [protein_id=UXK15770.1] [location=3542845..3544557] [gbkey=CDS],0,301.08,62,33,92,33,570,62.9,5.91,1339,33,0,73927038.71,45382998.58,52718240.44,61864592.67,70982636.82,79075046.02,High,High,High,High,High,High,1,,_17030 ,N6Q85_17030 ,electron transfer flavoprotein-ubiquinone oxidoreductase 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK17589.1_1566,[gene=clpA] [locus_tag=N6Q85_08080] [protein=ATP-dependent Clp protease ATP-binding subunit ClpA] [protein_id=UXK17589.1] [location=1699702..1701978] [gbkey=CDS],0,300.581,52,41,104,41,758,84.1,6.1,1435,41,0,95104740.85,67501428.2,61994140.01,91063680.8,72332818.12,110166393,High,High,High,High,High,High,1,,clpA ,N6Q85_08080 ,ATP-dependent Clp protease ATP-binding subunit ClpA 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK16419.1_322,[gene=serA] [locus_tag=N6Q85_01675] [protein=phosphoglycerate dehydrogenase] [protein_id=UXK16419.1] [location=complement(354799..356031)] [gbkey=CDS],0,299.935,68,23,91,23,410,44.1,6.4,2109,23,0,102923873,68797215.5,79212294.52,87762461.54,106238752,120708394.8,High,High,High,High,High,High,1,,serA ,N6Q85_01675 ,phosphoglycerate dehydrogenase 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK17116.1_1057,[locus_tag=N6Q85_05505] [protein=acyl-CoA dehydrogenase] [protein_id=UXK17116.1] [location=complement(1190743..1193208)] [gbkey=CDS],0,299.556,45,34,94,34,821,91.1,5.95,1721,34,0,127485814.5,97213574.7,67585681.12,84377823.54,99203658.76,98337931.51,High,High,High,High,High,High,1,,_05505 ,N6Q85_05505 ,acyl-CoA dehydrogenase 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK15709.1_3268,[gene=topA] [locus_tag=N6Q85_16710] [protein=type I DNA topoisomerase] [protein_id=UXK15709.1] [location=complement(3476654..3479290)] [gbkey=CDS],0,297.057,48,44,95,44,878,97.8,8.68,1417,44,0,82798063.3,56445571.15,71551267.65,68192149.67,77305698.08,103861966.8,High,High,High,High,High,High,1,,topA ,N6Q85_16710 ,type I DNA topoisomerase 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK17140.1_1082,[locus_tag=N6Q85_05635] [protein=serine hydroxymethyltransferase] [protein_id=UXK17140.1] [location=1217910..1219163] [gbkey=CDS],0,295.045,71,27,131,27,417,45,5.69,2525,27,0,238821440.4,143180495.8,165972414,179950723,259670539,248926392.5,High,High,High,High,High,High,1,,_05635 ,N6Q85_05635 ,serine hydroxymethyltransferase 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK16285.1_183,[gene=uvrA] [locus_tag=N6Q85_00940] [protein=excinuclease ABC subunit UvrA] [protein_id=UXK16285.1] [location=complement(211147..213978)] [gbkey=CDS],0,294.867,52,40,85,40,943,104.2,6.65,1379,40,0,47609909.49,34026226.39,34106879.06,39552257.4,47755705.66,51565957.08,High,High,High,High,High,High,1,,uvrA ,N6Q85_00940 ,excinuclease ABC subunit UvrA 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK16509.1_419,[gene=rpoA] [locus_tag=N6Q85_02160] [protein=DNA-directed RNA polymerase subunit alpha] [protein_id=UXK16509.1] [location=443732..444739] [gbkey=CDS],0,291.55,75,27,161,27,335,37.2,5.19,2679,27,0,342437418.7,214269708,255575148.7,296914643.4,386253894.3,349070095.9,High,High,High,High,High,High,1,,rpoA ,N6Q85_02160 ,DNA-directed RNA polymerase subunit alpha 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK15612.1_3164,[gene=ilvC] [locus_tag=N6Q85_16190] [protein=ketol-acid reductoisomerase] [protein_id=UXK15612.1] [location=complement(3369263..3370279)] [gbkey=CDS],0,289.919,65,23,129,23,338,36.8,5.57,2070,23,0,148070988.6,104607312.4,106016192,140150030.4,138678776.9,175985043.2,High,High,High,High,High,High,1,,ilvC ,N6Q85_16190 ,ketol-acid reductoisomerase 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK15213.1_2737,[gene=mqo] [locus_tag=N6Q85_13970] [protein=malate dehydrogenase (quinone)] [protein_id=UXK15213.1] [location=2914252..2915892] [gbkey=CDS],0,288.008,68,29,78,29,546,60.4,9.09,1587,29,0,100856250.6,58237682.79,89779150.97,91690971.98,118723697.3,106287238.4,High,High,High,High,High,High,1,,mqo ,N6Q85_13970 ,malate dehydrogenase (quinone) 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK16520.1_430,[locus_tag=N6Q85_02215] [protein=M3 family metallopeptidase] [protein_id=UXK16520.1] [location=complement(454593..456647)] [gbkey=CDS],0,287.096,50,27,78,27,684,77.8,5.12,1567,27,0,78340232.64,52846031.19,54182159.99,57255692.72,54856909.13,79814482.57,High,High,High,High,High,High,1,,_02215 ,N6Q85_02215 ,M3 family metallopeptidase 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK16251.1_149,[locus_tag=N6Q85_00770] [protein=2-oxo acid dehydrogenase subunit E2] [protein_id=UXK16251.1] [location=168039..170015] [gbkey=CDS],0,286.873,55,28,124,28,658,68.1,5,2170,28,0,124208505.4,65381923.11,79924494.62,86069490.71,108633796.5,110883578.9,High,High,High,High,High,High,1,,_00770 ,N6Q85_00770 ,2-oxo acid dehydrogenase subunit E2 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK16762.1_683,[gene=adeJ] [locus_tag=N6Q85_03590] [protein=multidrug efflux RND transporter permease subunit AdeJ] [protein_id=UXK16762.1] [location=complement(738580..741756)] [gbkey=CDS],0,285.625,27,32,133,32,1058,114.5,6.24,1919,32,0,108627884.3,65518206.44,72761180.21,84119726.59,106906201.2,114466060.6,High,High,High,High,High,High,1,,adeJ ,N6Q85_03590 ,multidrug efflux RND transporter permease subunit AdeJ 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK17169.1_1114,[locus_tag=N6Q85_05795] [protein=bifunctional prephenate dehydrogenase/3-phosphoshikimate 1-carboxyvinyltransferase] [protein_id=UXK17169.1] [location=1254391..1256637] [gbkey=CDS],0,282.19,46,31,80,31,748,79.7,6.3,1384,31,0,41274797.42,28395069.14,34772585.91,38629026.58,41927516.03,51086558.39,High,High,High,High,High,High,1,,_05795 ,N6Q85_05795 ,bifunctional prephenate dehydrogenase/3-phosphoshikimate 1-carboxyvinyltransferase 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK16386.1_287,[gene=gltB] [locus_tag=N6Q85_01500] [protein=glutamate synthase large subunit] [protein_id=UXK16386.1] [location=318766..323241] [gbkey=CDS],0,281.967,35,45,83,45,1491,162.6,6.25,1183,45,0,59985587.34,38056999.24,45716304.17,46205959.09,54857957.69,58734847.07,High,High,High,High,High,High,1,,gltB ,N6Q85_01500 ,glutamate synthase large subunit 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK16477.1_383,[gene=plsB] [locus_tag=N6Q85_01980] [protein=glycerol-3-phosphate 1-O-acyltransferase PlsB] [protein_id=UXK16477.1] [location=complement(419122..421692)] [gbkey=CDS],0,279.864,56,41,68,41,856,97.2,7.15,1207,41,0,86835560.5,53415170.17,59891793.05,64944060.42,80500598.33,83035277.94,High,High,High,High,High,High,1,,plsB ,N6Q85_01980 ,glycerol-3-phosphate 1-O-acyltransferase PlsB 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK17262.1_1224,[gene=purH] [locus_tag=N6Q85_06365] [protein=bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase] [protein_id=UXK17262.1] [location=complement(1360016..1361590)] [gbkey=CDS],0,278.839,60,25,101,25,524,56,5.87,2100,25,0,86388370.49,53204985.88,68439015.84,58615598.01,102121968,90684250.17,High,High,High,High,High,High,1,,purH ,N6Q85_06365 ,bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK15557.1_3104,[gene=rho] [locus_tag=N6Q85_15890] [protein=transcription termination factor Rho] [protein_id=UXK15557.1] [location=3308295..3309563] [gbkey=CDS],0,278.13,67,28,91,28,422,47.5,7.59,1850,28,0,147936023.3,97988774.8,117163164.2,119105230.5,162162728.5,150966395.6,High,High,High,High,High,High,1,,rho ,N6Q85_15890 ,transcription termination factor Rho 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK15459.1_2995,[gene=nuoF] [locus_tag=N6Q85_15300] [protein=NADH-quinone oxidoreductase subunit NuoF] [protein_id=UXK15459.1] [location=complement(3173777..3175108)] [gbkey=CDS],0,276.136,58,23,114,23,443,48.6,6.06,1577,23,0,140101088.1,86925632.72,97044491.64,114544053.1,139253258.5,154942980.6,High,High,High,High,High,High,1,,nuoF ,N6Q85_15300 ,NADH-quinone oxidoreductase subunit NuoF 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK15423.1_2957,[gene=ffh] [locus_tag=N6Q85_15110] [protein=signal recognition particle protein] [protein_id=UXK15423.1] [location=complement(3131373..3132782)] [gbkey=CDS],0,275.945,71,28,88,28,469,51.2,8.88,1567,28,0,58218243.12,37904063.35,43106416.6,51210050.31,53618043.48,64661247.24,High,High,High,High,High,High,1,,ffh ,N6Q85_15110 ,signal recognition particle protein 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK17929.1_3174,[locus_tag=N6Q85_16240] [protein=enoyl-ACP reductase] [protein_id=UXK17929.1] [location=complement(3382650..3383453)] [gbkey=CDS],0,273.998,79,22,113,22,267,28.6,5.88,2201,22,0,235478187.2,157061450.2,185301930.4,213099749.8,260514161.6,283177910,High,High,High,High,High,High,1,,_16240 ,N6Q85_16240 ,enoyl-ACP reductase 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK16670.1_586,[gene=typA] [locus_tag=N6Q85_03070] [protein=translational GTPase TypA] [protein_id=UXK16670.1] [location=633019..634854] [gbkey=CDS],0,273.907,45,28,146,28,611,67.6,5.21,1968,28,0,96456758.86,62428464.99,81888759.45,76695375.24,119482848,101745758.8,High,High,High,High,High,High,1,,typA ,N6Q85_03070 ,translational GTPase TypA 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK17579.1_1555,[locus_tag=N6Q85_08025] [protein=insulinase family protein] [protein_id=UXK17579.1] [location=1686377..1689316] [gbkey=CDS],0,273.322,40,30,62,30,979,110.1,5.48,1407,30,0,56905270.06,36595742.78,39401993.13,48225228.48,62732116.38,56998685.62,High,High,High,High,High,High,1,,_08025 ,N6Q85_08025 ,insulinase family protein 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK16793.1_717,[gene=odhB] [locus_tag=N6Q85_03760] [protein=2-oxoglutarate dehydrogenase complex dihydrolipoyllysine-residue succinyltransferase] [protein_id=UXK16793.1] [location=774008..775204] [gbkey=CDS],0,272.876,73,21,150,21,398,42.5,5.35,3352,21,0,314363184.8,183479840,193026572.1,268084143.1,321952200.8,317405013.6,High,High,High,High,High,High,1,,odhB ,N6Q85_03760 ,2-oxoglutarate dehydrogenase complex dihydrolipoyllysine-residue succinyltransferase 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK17340.1_1305,[locus_tag=N6Q85_06770] [protein=glutamine--tRNA ligase/YqeY domain fusion protein] [protein_id=UXK17340.1] [location=1450000..1451727] [gbkey=CDS],0,271.264,52,30,140,30,575,65.3,5.64,2258,30,0,64393526.77,39518929.66,43018137.57,52061190.86,69546615.66,61717342.38,High,High,High,High,High,High,1,,_06770 ,N6Q85_06770 ,glutamine--tRNA ligase/YqeY domain fusion protein 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK14535.1_2021,[gene=metK] [locus_tag=N6Q85_10355] [protein=methionine adenosyltransferase] [protein_id=UXK14535.1] [location=2185500..2186666] [gbkey=CDS],0,269.685,75,25,90,25,388,41.9,5.71,1583,25,0,69249605.98,43348527.37,53941650.66,52035698.59,74573046.82,74859036.34,High,High,High,High,High,High,1,,metK ,N6Q85_10355 ,methionine adenosyltransferase 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK15658.1_3213,[locus_tag=N6Q85_16435] [protein=carboxy terminal-processing peptidase] [protein_id=UXK15658.1] [location=complement(3416776..3418959)] [gbkey=CDS],0,268.398,51,39,89,39,727,80.7,8.57,1346,39,0,72662225.54,49887390.13,45611712.16,57986328.39,57525636.61,68781996.97,High,High,High,High,High,High,1,,_16435 ,N6Q85_16435 ,carboxy terminal-processing peptidase 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK15676.1_3231,[locus_tag=N6Q85_16525] [protein=TonB-dependent siderophore receptor] [protein_id=UXK15676.1] [location=3441971..3444202] [gbkey=CDS],0,268.316,50,35,90,35,743,81.2,6.01,1723,35,0,62701819.46,40662639.33,49401917.25,59198032.27,73611890.44,79672795.94,High,High,High,High,High,High,1,,_16525 ,N6Q85_16525 ,TonB-dependent siderophore receptor 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK16658.1_573,[locus_tag=N6Q85_03005] [protein=glucose/quinate/shikimate family membrane-bound PQQ-dependent dehydrogenase] [protein_id=UXK16658.1] [location=618162..620567] [gbkey=CDS],0,267.71,46,33,95,33,801,86.9,7.69,1522,33,0,82575869.23,49190175.15,71203601.77,80936059.5,75674634.73,113457235.2,High,High,High,High,High,High,1,,_03005 ,N6Q85_03005 ,glucose/quinate/shikimate family membrane-bound PQQ-dependent dehydrogenase 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK16037.1_3617,"[gene=pseB] [locus_tag=N6Q85_18540] [protein=UDP-N-acetylglucosamine 4,6-dehydratase (inverting)] [protein_id=UXK16037.1] [location=complement(3858935..3859933)] [gbkey=CDS]",0,267.168,69,21,141,21,332,37.3,6.57,1950,21,0,192735618.2,127164327.4,126951545.9,119278491.2,176502576.2,179899267.4,High,High,High,High,High,High,1,,pseB ,N6Q85_18540 ,UDP-N-acetylglucosamine 4
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK17013.1_945,[gene=purB] [locus_tag=N6Q85_04925] [protein=adenylosuccinate lyase] [protein_id=UXK17013.1] [location=complement(1054137..1055525)] [gbkey=CDS],0,265.097,63,22,83,22,462,51.4,5.73,1636,22,0,100749592.6,63401074.24,80837548.55,73147759.1,97037418.49,101675307,High,High,High,High,High,High,1,,purB ,N6Q85_04925 ,adenylosuccinate lyase 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK15168.1_2690,[gene=metH] [locus_tag=N6Q85_13735] [protein=methionine synthase] [protein_id=UXK15168.1] [location=2861997..2865683] [gbkey=CDS],0,264.61,34,42,80,42,1228,135.8,5.07,1446,42,0,61623226.66,39512461.42,48881454.77,52553135.31,68860243.75,65208984.86,High,High,High,High,High,High,1,,metH ,N6Q85_13735 ,methionine synthase 
